1,1,119.43,328.14,140.01,70.42000000000002,1,1,1.0
1,2,728.97,264.38,78.63,48.31,1,1,1.0
1,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
2,1,97.64,330.98,140.01,70.41999999999996,1,1,1.0
2,2,717.6,265.33,78.63,48.31,1,1,1.0
2,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
3,1,73.96,335.72,140.01,70.40999999999997,1,1,1.0
3,2,703.39,268.17,78.63,48.31,1,1,1.0
3,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
4,1,49.32,339.51,140.02,70.41000000000003,1,1,1.0
4,2,692.02,267.22,78.63,48.31999999999999,1,1,1.0
4,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
5,1,23.75,344.25,142.85,70.41000000000003,1,1,1.0
5,2,673.07,271.01,78.63,48.31999999999999,1,1,1.0
5,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
6,1,3.85,348.98,142.85,70.41999999999996,1,1,1.0
6,2,662.65,272.91,78.63,48.31,1,1,1.0
6,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
7,1,0.06,349.93,124.84,73.26999999999998,1,1,1.0
7,2,650.34,275.75,78.63,48.31,1,1,1.0
7,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
8,1,0.0,356.56,106.9,73.26999999999998,1,1,1.0
8,2,638.02,278.59,78.63,48.32000000000005,1,1,1.0
8,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
9,1,0.0,356.56,83.2,73.26999999999998,1,1,1.0
9,2,622.86,280.49,78.63,48.31,1,1,1.0
9,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
10,1,0.0,356.56,59.5,73.26999999999998,1,1,1.0
10,2,605.81,283.33,78.63000000000011,48.31,1,1,1.0
10,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
11,1,0.0,356.56,32.0,73.26999999999998,1,1,1.0
11,2,589.71,284.27,86.18999999999994,48.31999999999999,1,1,0.0
11,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
12,2,575.5,286.17,86.19000000000005,48.31,1,1,0.0
12,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
13,2,560.34,288.06,86.18999999999994,52.139999999999986,1,1,0.0
13,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
14,2,540.44,292.8,97.55999999999995,52.139999999999986,1,1,0.0
14,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
15,2,522.44,293.75,97.55999999999995,52.129999999999995,1,1,0.0
15,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
16,2,505.39,296.59,97.56000000000006,52.14000000000004,1,1,0.0
16,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
17,2,490.23,297.54,97.55999999999995,52.129999999999995,1,1,0.0
17,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
18,2,468.44,299.43,104.16000000000003,55.96999999999997,1,1,0.0
18,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
19,2,453.29,300.38,104.15000000000003,55.97000000000003,1,1,0.0
19,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
20,2,435.29,305.12,104.15000000000003,55.95999999999998,1,1,0.0
20,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
21,2,420.13,308.91,104.14999999999998,55.95999999999998,1,1,1.0
21,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
22,2,402.13,309.9,104.14999999999998,60.700000000000045,1,1,1.0
22,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
23,2,389.81,313.69,104.16000000000003,60.69999999999999,1,1,1.0
23,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
24,2,367.08,316.53,104.15000000000003,60.700000000000045,1,1,1.0
24,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
25,2,344.34,316.53,115.56,67.38000000000005,1,1,1.0
25,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
26,2,324.44,319.37,115.57,67.38,1,1,1.0
26,3,206.02,244.48,98.53,54.95000000000002,1,1,1.0
