1,1,0.0,12.1,21.5,37.89,1,1,1.0
1,2,52.74,54.73,121.25999999999999,76.73000000000002,1,1,1.0
1,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
1,4,312.1,1.15,399.12,115.35,1,1,1.0
2,1,0.0,12.1,14.9,37.89,1,1,1.0
2,2,34.74,49.04,121.25999999999999,76.74000000000001,1,1,1.0
2,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
2,4,312.1,1.15,399.12,115.35,1,1,1.0
3,2,15.79,46.2,121.26000000000002,76.74,1,1,1.0
3,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
3,4,312.1,1.15,399.12,115.35,1,1,1.0
4,2,0.0,42.4,113.4,74.85,1,1,1.0
4,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
4,4,312.1,1.15,399.12,115.35,1,1,1.0
5,2,0.0,42.4,95.4,66.30000000000001,1,1,1.0
5,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
5,4,312.1,1.15,399.12,115.35,1,1,1.0
6,2,0.0,42.4,82.1,58.699999999999996,1,1,1.0
6,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
6,4,312.1,1.15,399.12,115.35,1,1,1.0
7,2,0.0,42.4,66.0,61.50000000000001,1,1,1.0
7,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
7,4,312.1,1.15,399.12,115.35,1,1,1.0
8,2,0.0,42.4,46.1,47.300000000000004,1,1,1.0
8,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
8,4,312.1,1.15,399.12,115.35,1,1,1.0
9,2,0.0,42.4,31.9,41.6,1,1,1.0
9,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
9,4,312.1,1.15,399.12,115.35,1,1,1.0
10,2,0.0,42.4,13.9,37.800000000000004,1,1,1.0
10,5,907.26,180.73,52.110000000000014,101.35999999999999,1,1,1.0
10,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
10,4,312.1,1.15,399.12,115.35,1,1,1.0
11,5,872.2,180.73,87.16999999999996,101.35999999999999,1,1,1.0
11,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
11,4,312.1,1.15,399.12,115.35,1,1,1.0
12,5,822.9,154.2,136.47000000000003,119.40000000000003,1,1,1.0
12,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
12,4,312.1,1.15,399.12,115.35,1,1,1.0
13,5,782.2,154.2,177.16999999999996,119.40000000000003,1,1,1.0
13,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
13,4,312.1,1.15,399.12,115.35,1,1,1.0
14,5,734.83,141.88,225.16999999999996,142.12,1,1,1.0
14,6,0.0,165.53,26.53,62.150000000000006,1,1,1.0
14,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
14,4,312.1,1.15,399.12,115.35,1,1,1.0
15,5,692.2,134.31,267.79999999999995,133.58999999999997,1,1,1.0
15,6,0.0,165.53,37.9,79.87,1,1,1.0
15,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
15,4,312.1,1.15,399.12,115.35,1,1,1.0
16,5,643.88,126.7,288.62,128.89999999999998,1,1,1.0
16,6,0.0,165.53,54.4,95.07000000000002,1,1,1.0
16,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
16,4,312.1,1.15,399.12,115.35,1,1,1.0
17,5,609.8,125.75,269.6500000000001,116.55000000000001,1,1,1.0
17,6,0.0,165.53,82.3,116.66999999999999,1,1,1.0
17,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
17,4,312.1,1.15,399.12,115.35,1,1,1.0
18,5,570.01,117.23,269.65,116.54,1,1,1.0
18,6,0.0,165.53,107.7,126.77000000000001,1,1,1.0
18,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
18,4,312.1,1.15,399.12,115.35,1,1,1.0
19,5,532.12,102.07,269.64,116.55000000000001,1,1,1.0
19,6,0.0,168.07,120.4,136.93,1,1,1.0
19,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
19,4,312.1,1.15,399.12,115.35,1,1,1.0
20,5,501.8,98.28,269.65000000000003,116.55000000000001,1,1,1.0
20,6,0.0,174.4,138.2,141.99999999999997,1,1,1.0
20,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
20,4,312.1,1.15,399.12,115.35,1,1,1.0
21,5,479.1,103.02,232.65999999999997,100.48,1,1,1.0
21,6,0.0,187.08,171.2,138.22,1,1,1.0
21,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
21,4,312.1,1.15,399.12,115.35,1,1,1.0
22,5,446.89,94.49,232.65999999999997,100.48,1,1,1.0
22,6,0.0,194.7,194.0,143.3,1,1,1.0
22,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
22,4,312.1,1.15,399.12,115.35,1,1,1.0
23,5,427.0,91.65,232.65999999999997,100.47999999999999,1,1,1.0
23,6,0.0,202.3,227.0,150.89999999999998,1,1,1.0
23,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
23,4,312.1,1.15,399.12,115.35,1,1,1.0
24,5,402.36,92.6,204.24,90.1,1,1,1.0
24,6,24.1,212.45,227.0,150.90000000000003,1,1,1.0
24,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
24,4,312.1,1.15,399.12,115.35,1,1,1.0
25,5,367.31,83.12,204.23999999999995,90.10999999999999,1,1,1.0
25,6,62.15,221.32,232.04999999999998,163.57999999999998,1,1,1.0
25,3,85.67,0.0,230.57999999999998,64.45,1,1,0.0
25,4,312.1,1.15,399.12,115.35,1,1,1.0
26,5,344.58,79.33,204.22999999999996,90.11,1,1,1.0
